-49.946749,-2.093211
-49.779853,-2.093211
-49.612958,-2.093211
-49.446062,-2.093211
-49.279167,-2.093211
-49.112272,-2.093211
-48.945376,-2.093211
-48.778481,-2.093211
-48.611585,-2.093211
-48.444690,-2.093211
-48.277794,-2.093211
-48.110899,-2.093211
-47.944003,-2.093211
-47.777108,-2.093211
-47.610213,-2.093211
-47.443317,-2.093211
-47.276422,-2.093211
-47.109526,-2.093211
-46.942631,-2.093211
-46.775735,-2.093211
-46.608840,-2.093211
-46.441944,-2.093211
-46.275049,-2.093211
-46.108153,-2.093211
-45.941258,-2.093211
-45.774363,-2.093211
-45.607467,-2.093211
-45.440572,-2.093211
-45.273676,-2.093211
-45.106781,-2.093211
-44.939885,-2.093211
-44.772990,-2.093211
-44.606094,-2.093211
-44.439199,-2.093211
-44.272304,-2.093211
-44.105408,-2.093211
-43.938513,-2.093211
-43.771617,-2.093211
-43.604722,-2.093211
-43.437826,-2.093211
-43.270931,-2.093211
-43.104035,-2.093211
-42.937140,-2.093211
-42.770245,-2.093211
-42.603349,-2.093211
-42.436454,-2.093211
-42.269558,-2.093211
-42.102663,-2.093211
-41.935767,-2.093211
-41.768872,-2.093211
-41.601976,-2.093211
-41.435081,-2.093211
-41.268186,-2.093211
-41.101290,-2.093211
-40.934395,-2.093211
-40.767499,-2.093211
-40.600604,-2.093211
-40.433708,-2.093211
-40.266813,-2.093211
-40.099917,-2.093211
-39.933022,-2.093211
-39.766127,-2.093211
-39.599231,-2.093211
-39.432336,-2.093211
-39.265440,-2.093211
-39.098545,-2.093211
-38.931649,-2.093211
-38.764754,-2.093211
-38.597858,-2.093211
-38.430963,-2.093211
-38.264068,-2.093211
-38.097172,-2.093211
-37.930277,-2.093211
-37.763381,-2.093211
-37.596486,-2.093211
-37.429590,-2.093211
-37.262695,-2.093211
-37.095799,-2.093211
-36.928904,-2.093211
-36.762009,-2.093211
-36.595113,-2.093211
-36.428218,-2.093211
-36.261322,-2.093211
-36.094427,-2.093211
-35.927531,-2.093211
-35.760636,-2.093211
-35.593740,-2.093211
-35.426845,-2.093211
-35.259949,-2.093211
-35.093054,-2.093211
-34.926159,-2.093211
-34.759263,-2.093211
-34.592368,-2.093211
-34.425472,-2.093211
-34.258577,-2.093211
-34.091681,-2.093211
-33.924786,-2.093211
-33.757890,-2.093211
-33.590995,-2.093211
-33.424100,-2.093211
-33.257204,-2.093211
-33.090309,-2.093211
-32.923413,-2.093211
-32.756518,-2.093211
-32.589622,-2.093211
-32.422727,-2.093211
-32.255831,-2.093211
-32.088936,-2.093211
-31.922041,-2.093211
-31.755145,-2.093211
-31.588250,-2.093211
-31.421354,-2.093211
-31.254459,-2.093211
-31.087563,-2.093211
-30.920668,-2.093211
-30.753772,-2.093211
-30.586877,-2.093211
-30.419982,-2.093211
-30.253086,-2.093211
-30.086191,-2.093211
-29.919295,-2.093211
-29.752400,-2.093211
-29.585504,-2.093211
-29.418609,-2.093211
-29.251713,-2.093211
-29.084818,-2.093211
-28.917923,-2.093211
-28.751027,-2.093211
-28.584132,-2.093211
-28.417236,-2.093211
-28.250341,-2.093211
-28.083445,-2.093211
-27.916550,-2.093211
-27.749654,-2.093211
-27.582759,-2.093211
-27.415864,-2.093211
-27.248968,-2.093211
-27.082073,-2.093211
-26.915177,-2.093211
-26.748282,-2.093211
-26.581386,-2.093211
-26.414491,-2.093211
-26.247595,-2.093211
-26.080700,-2.093211
-25.913805,-2.093211
-25.746909,-2.093211
-25.580014,-2.093211
-25.413118,-2.093211
-25.246223,-2.093211
-25.079327,-2.093211
-24.912432,-2.093211
-24.745536,-2.093211
-24.578641,-2.093211
-24.411745,-2.093211
-24.244850,-2.093211
-24.077955,-2.093211
-23.911059,-2.093211
-23.744164,-2.093211
-23.577268,-2.093211
-23.410373,-2.093211
-23.243477,-2.093211
-23.076582,-2.093211
-22.909686,-2.093211
-22.742791,-2.093211
-22.575896,-2.093211
-22.409000,-2.093211
-22.242105,-2.093211
-22.075209,-2.093211
-21.908314,-2.093211
-21.741418,-2.093211
-21.574523,-2.093211
-21.407627,-2.093211
-21.240732,-2.093211
-21.073837,-2.093211
-20.906941,-2.093211
-20.740046,-2.093211
-20.573150,-2.093211
-20.406255,-2.093211
-20.239359,-2.093211
-20.072464,-2.093211
-19.905568,-2.093211
-19.738673,-2.093211
-19.571778,-2.093211
-19.404882,-2.093211
-19.237987,-2.093211
-19.071091,-2.093211
-18.904196,-2.093211
-18.737300,-2.093211
-18.570405,-2.093211
-18.403509,-2.093211
-18.236614,-2.093211
-18.069719,-2.093211
-17.902823,-2.093211
-17.735928,-2.093211
-17.569032,-2.093211
-17.402137,-2.093211
-17.235241,-2.093211
-17.068346,-2.093211
-16.901450,-2.093211
-16.734555,-2.093211
-16.567660,-2.093211
-16.400764,-2.093211
-16.233869,-2.093211
-16.066973,-2.093211
-15.900078,-2.093211
-15.733182,-2.093211
-15.566287,-2.093211
-15.399391,-2.093211
-15.232496,-2.093211
-15.065601,-2.093211
-14.898705,-2.093211
-14.731810,-2.093211
-14.564914,-2.093211
-14.398019,-2.093211
-14.231123,-2.093211
-14.064228,-2.093211
-13.897332,-2.093211
-13.730437,-2.093211
-13.563541,-2.093211
-13.396646,-2.093211
-13.229751,-2.093211
-13.062855,-2.093211
-12.895960,-2.093211
-12.729064,-2.093211
-12.562169,-2.093211
-12.395273,-2.093211
-12.228378,-2.093211
-12.061482,-2.093211
-11.894587,-2.093211
-11.727692,-2.093211
-11.560796,-2.093211
-11.393901,-2.093211
-11.227005,-2.093211
-11.060110,-2.093211
-10.893214,-2.093211
-10.726319,-2.093211
-10.559423,-2.093211
-10.392528,-2.093211
-10.225633,-2.093211
-10.058737,-2.093211
-9.891842,-2.093211
-9.724946,-2.093211
-9.558051,-2.093211
-9.391155,-2.093211
-9.224260,-2.093211
-9.057364,-2.093211
-8.890469,-2.093211
-8.723574,-2.093211
-8.556678,-2.093211
-8.389783,-2.093211
-8.222887,-2.093211
-8.055992,-2.093211
-7.889096,-2.093211
-7.722201,-2.093211
-7.555305,-2.093211
-7.388410,-2.093211
-7.221515,-2.093211
-7.054619,-2.093211
-6.887724,-2.093211
-6.720828,-2.093211
-6.553933,-2.093211
-6.387037,-2.093211
-6.220142,-2.093211
-6.053246,-2.093211
-5.886351,-2.093211
-5.719456,-2.093211
-5.552560,-2.093211
-5.385665,-2.093211
-5.218769,-2.093211
-5.051874,-2.093211
-4.884978,-2.093211
-4.718083,-2.093211
-4.551187,-2.093211
-4.384292,-2.093211
-4.217397,-2.093211
-4.050501,-2.093211
-3.883606,-2.093211
-3.716710,-2.093211
-3.549815,-2.093211
-3.382919,-2.093211
-3.216024,-2.093211
-3.049128,-2.093211
-2.882233,-2.093211
-2.715337,-2.093211
-2.548442,-2.093211
-2.381547,-2.093211
-2.214651,-2.093211
-2.047756,-2.093211
-1.880860,-2.093211
-1.713965,-2.093211
-1.547069,-2.093211
-1.380174,-2.093211
-1.213278,-2.093211
-1.046383,-2.093211
-0.879488,-2.093211
-0.712592,-2.093211
-0.545697,-2.093211
-0.378801,-2.093211
